"file_name","processing_success","processing_time","pattern_detected","metabolites_total","metabolites_converted","conversion_rate","problems_detected","error_message"
"Trichoderma_asperellum_CBS_433.97_GCF_003025105.1.sbml",TRUE,32.5561294555664,"simple_bigg",1646,NA,58.1,0,NA
"Trichoderma_atroviride_IMI_206040_GCF_000171015.1.sbml",TRUE,32.0678825378418,"simple_bigg",1514,NA,62.8,0,NA
"Trichoderma_citrinoviride_gca_003025115.Trici_v4.0.sbml",TRUE,31.633996963501,"simple_bigg",1494,NA,62.6,0,NA
"Trichoderma_citrinoviride_TUCIM_6016_GCF_003025115.1.sbml",TRUE,31.1647913455963,"simple_bigg",1484,NA,62.5,0,NA
"Trichoderma_gamsii_A5MH_GCA_002894205.1.sbml",TRUE,31.3548901081085,"simple_bigg",1480,NA,63,0,NA
"Trichoderma_gamsii_gca_001481775.TGAM01v2.sbml",TRUE,29.9341235160828,"simple_bigg",1370,NA,63.1,0,NA
"Trichoderma_gamsii_T6085_GCF_001481775.2.sbml",TRUE,31.3360416889191,"simple_bigg",1496,NA,63.2,0,NA
"Trichoderma_guizhouense_gca_002022785.ASM202278v1.sbml",TRUE,32.44637799263,"simple_bigg",1644,NA,59.6,0,NA
"Trichoderma_harzianum_CBS_226.95_GCF_003025095.1.sbml",TRUE,34.086948633194,"simple_bigg",1731,NA,56.3,0,NA
"Trichoderma_harzianum_gca_000988865.ASM98886v1.sbml",TRUE,33.1338751316071,"simple_bigg",1645,NA,56.8,0,NA
"Trichoderma_harzianum_gca_002838845.ASM283884v1.sbml",TRUE,34.4887013435364,"simple_bigg",1748,NA,56.9,0,NA
"Trichoderma_harzianum_gca_002894145.Tr1.sbml",TRUE,33.4126214981079,"simple_bigg",1564,NA,59.1,0,NA
"Trichoderma_longibrachiatum_atcc_18648_gca_003025155.Trilo3.sbml",TRUE,31.6780617237091,"simple_bigg",1485,NA,62.2,0,NA
"Trichoderma_parareesei_gca_001050175.Tpara_v1.0.sbml",TRUE,30.7523386478424,"simple_bigg",1425,NA,62.9,0,NA
"Trichoderma_reesei_QM6a_GCF_000167675.1.sbml",TRUE,32.5888271331787,"simple_bigg",1539,NA,60.4,0,NA
"Trichoderma_reesei_rut_c_30_gca_000513815.TrireRUTC30_1.sbml",TRUE,31.238689661026,"simple_bigg",1446,NA,61.8,0,NA
"Trichoderma_reesei.GCA_000167675.2.sbml",TRUE,31.6371231079102,"simple_bigg",1474,NA,62.5,0,NA
"Trichoderma_virens_Gv29-8_GCF_000170995.1.sbml",TRUE,32.2293779850006,"simple_bigg",1536,NA,60.9,0,NA
"Trichoderma_virens.ASM17099v1.sbml",TRUE,31.5382912158966,"simple_bigg",1482,NA,60.5,0,NA
"Xylaria_flabelliformis_G536_GCA_007182795.1.sbml",TRUE,34.3329055309296,"simple_bigg",1780,NA,56.4,0,NA
"Xylaria_grammica_IHI_A82_GCA_004014815.1.sbml",TRUE,33.8155562877655,"simple_bigg",1747,NA,56.2,0,NA
"Xylaria_hypoxylon_DSM_108379_GCA_004768795.1.sbml",TRUE,33.4599313735962,"simple_bigg",1674,NA,56.4,0,NA
"Xylaria_longipes_IHI_A66_GCA_003426265.1.sbml",TRUE,33.861602306366,"simple_bigg",1730,NA,57,0,NA
